identifiant,pays_code,pays,secteur_activite_code,secteur,denomination_sociale,adresse_1,adresse_2,adresse_3,adresse_4,code_postal,ville
TFZYBDRB,[CH],SUISSE,[MED],Médicaments humains,Idorsia Pharmaceuticals Ltd.,Hegenheimermattweg 91,"","","",4123,Allschwil
SHBSKKLN,[FR],FRANCE,[DM],Dispositifs médicaux,INSULET FRANCE,3 boulevard de Sébastopol,"","","",75001,paris
JAKKYRTQ,[FR],FRANCE,[MED],Médicaments humains,GEN.ORPH,"185, les bureaux de la Colline",Bat. D  - 6 ième étage,"","",92213,SAINT CLOUD cedex
DTUPLFPI,[FR],FRANCE,[MED],Médicaments humains,UCB Pharma SA,420 rue d'Etienne D'Orves,Défense Ouest,"","",92700,Colombes
HCUNIQAZ,[FR],FRANCE,[DM],Dispositifs médicaux,PULSAIR,22 RUE D'HELIOS,"","","",31240,L'UNION
VTYWZCIF,[FR],FRANCE,[AUT],Autres,MAP PATHO,3 rue de la main d'or,"","","",75011,Paris
AIRIPOQB,[FR],FRANCE,[AUT],Autres,ADLIVA,"ADLIVA, 44 rue Roger Salengro","","","",94120,FONTENAY SOUS BOIS
VACIEHPI,[FR],FRANCE,[DM],Dispositifs médicaux,ACOUSTIQUE MEDICALE,10 PL GEORGES CLEMENCEAU,10 PL GEORGES CLEMENCEAU,10 PL GEORGES CLEMENCEAU,10 PL GEORGES CLEMENCEAU,64000,PAU
PXUYAOBL,[FR],FRANCE,[DM],Dispositifs médicaux,EXCILONE,6 rue Blaise pascal,"","","",78990,Elancourt
VUUCPMHU,[FR],FRANCE,[AUT],Autres,CARTE BLANCHE,7 chemin En Barbaro,"","","",81710,SAIX
YQPJOSNX,[GF],GUYANE FRANÇAISE,[AUT],Autres,ISIS GUYANE,"10, Rue du BAC",Zone Activité Economique,"","",97320,Saint-Laurent-du-Maroni
HURSLAFN,[FR],FRANCE,[DM],Dispositifs médicaux,SYSMED AVESNOIS,ZI DU CHAMPS DE L'ABBESSE,"","","",59600,MAUBEUGE
SRXALBWN,[FR],FRANCE,[PA],Prestataires associés,ISIS ADOUR PERFUSION,558 rue Léon Blum ,"","","",64300,ORTHEZ
CAMEPYUW,[US],ÉTATS-UNIS,[AUT],Autres,C Space (d/b/a Communispace),290 Congress Street,7th Floor,"","",02210,Boston
EVUJJXXE,[FR],FRANCE,[DM],Dispositifs médicaux,SAS JANY,52 RUE GABRIEL PERI,"","","",59700,MARCQ EN BAROEUL
AQNYLBMM,[FR],FRANCE,[AUT],Autres,COM LINE,10 avenue Réaumur,"","","",92142,CLAMART CEDEX
LKIWWMJK,[US],ÉTATS-UNIS,[MED],Médicaments humains,"GB001, Inc",3013 Science Park Rd,"","","",92121,San Diego
XQKKRVGN,[FR],FRANCE,[MED],Médicaments humains,SHIRE INTERNATIONAL,SHIRE FRANCE,112 avenue Kléber,"","",75116,PARIS
VGGFHQIJ,[FR],FRANCE,[DM],Dispositifs médicaux,BIOVOTEC Sarl,1047 Route des Dolines,Allée Pierre Ziller,Business Pole,"",06560 ,Valbonne
XVOIDJRJ,[MQ],MARTINIQUE,[DM],Dispositifs médicaux,CE MEDICAL,Zone Acajou Californie,C/o Techni Médical Service TMS,"","",97232,LAMENTIN
SIJUQWOV,[FR],FRANCE,[DM],Dispositifs médicaux,EOVE SA,Immeuble Poincare,4 Boulevard Lucien Favre,"","",64000,Pau
OJGGCDSP,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,JOTEC GmbH,Lotzenäcker 23,"","","",72379 ,Hechingen
HEVXMTMQ,[PT],PORTUGAL,[MED],Médicaments humains,LEO Farmacêuticos Lda,Torre Colombo Oriente,Av Colégio Militar 37F,7° Piso,Fração C,1500 180,LISBOA
OABTTBEI,[US],ÉTATS-UNIS,[MED],Médicaments humains,Shionogi Inc.,300 Campus Drive,"","","",07932,Florham Park
SSHPNDDC,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,ENDODIAG,4 rue Pierre Fontaine,Pepiniere Genopole Entreprises,"","",91058,Evry Cedex
AITSOHEQ,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRE X.O,170 BUREAUX DE LA COLLINE,"","","",92213,SAINT-CLOUD CEDEX
MHDFBWJF,[FR],FRANCE,[DM],Dispositifs médicaux,EXACTECH FRANCE SAS,42 avenue Ariane,Parc Ariane - Bât 2,"","",33700,MERIGNAC
VEEPAXNV,[FR],FRANCE,[MED],Médicaments humains,EG LABO - LABORATOIRES EUROGENERICS,12 rue Danjou ,"""Le Quintet"" - Bâtiment A","","",92517,Boulogne-Billancourt
WHGDNKWS,[FR],FRANCE,[DM],Dispositifs médicaux,PERFECT'S SOINS 47,06 Rue Pierre Mendès France,"","","",47550,Boé
OTFFRRBG,[FR],FRANCE,[DM],Dispositifs médicaux,SC MEDICA,3 quai Kébler,Tour Sebastopol,"","",67000,STRASBOURG
AWZGPEOZ,[FR],FRANCE,[DM],Dispositifs médicaux,MOTIVA IMPLANTS FRANCE,Allée du Canier,Pôle d'activité du Chêne Vert,"","",84440,Robion
SOAASFSG,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,TRANSLUMINA GmbH,Neue Rottenburger Str.50,29 Rue Général Delaborde,29 Rue Général Delaborde,29 Rue Général Delaborde,72379,HECHINGEN
NOBHDWAK,[IE],IRLANDE,[AUT],Autres,GLG Gerson Lehrman Group,2nd floor Waterloo Exchange,Waterloo Road,Ballsbridge,"",Dublin 4,Dublin
KYABRJEH,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRE BIODIM,84 RUE DE GRENELLE,"","","",75007,PARIS
AZWHQJWJ,[FR],FRANCE,[DM],Dispositifs médicaux,CELONOVA BIOSCIENCES OF EUROPE B.V,"104, Avenue Albert 1er",Les passerelles,"","",92500,Rueil-Malmaison
AUHIIVTZ,[FR],FRANCE,[DM],Dispositifs médicaux,SARL D2L2,Rue de la Vachère,"","","",63970,AYDAT
DJHCALMO,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,SSS International Clinical Research GmbH,Landsberger Str. 23/25,"","","",82110,Grinermeg
SASUGFMO,[FR],FRANCE,[MED],Médicaments humains,Actelion Pharmaceuticals France,21 Boulevard de la Madeleine,"","","",75001,PARIS
GITZAVPP,[FR],FRANCE,[AUT],Autres,Nucleo Software,400 route du grand guillermet,"","","",69270,Cailloux sur fontaine
DKZXIJIR,[SE],SUÈDE,[MED],Médicaments humains,Astellas Pharma AB,Box 21046 ,"","","",20021 ,Malmö
MWOINVWX,[DK],DANEMARK,[MED],Médicaments humains,Astellas Pharma A/S,Kajakvej 2,"","","",2770,Kastrup
NHBGTDRH,[FR],FRANCE,[AUT],Autres,Vivactis-M2Research,114 avenue Charle de Gaulle,6ème étage,"","",92200,Neuilly sur Seine
BYZRFBQF,[SG],SINGAPOUR,[MED],Médicaments humains,Bristol-Myers Squibb Singapore,#20-01/09 Parkway Parade,80 Marine Parade Road,"","",449269,Singapore
EWGDEEEX,[FR],FRANCE,[PA],Prestataires associés,OXYGENE SANTE SERVICE,20 RUE BARBES,"","","",92400,COURBEVOIE
VHBYEKBF,[IT],ITALIE,[DM],Dispositifs médicaux,LIMACORPORATE,"Via Nazionale, 52","","","",33038,VILLANOVA DI SAN DANIELE DEL FRIULI
HWZXWPOC,[FR],FRANCE,[DM],Dispositifs médicaux,Diabeloop SA,155-157 cours Berriat,"","","",38028,GRENOBLE
FXEAZFYV,[MQ],MARTINIQUE,[DM],Dispositifs médicaux,SOCIETE CARIBEENNE DE L'AUDITION,"26, Avenue Georges Gratiant","","","",97232,Le LAMENTIN
SELKSQHB,[FR],FRANCE,[AUT],Autres,C2AM,"1 Impasse du Pont, 78430 Louveciennes, France","1 Impasse du Pont, 78430 Louveciennes, France","1 Impasse du Pont, 78430 Louveciennes, France","1 Impasse du Pont, 78430 Louveciennes, France",78430,Louveciennes
YYXNNUHO,[FR],FRANCE,[AUT],Autres,B3TSI,3 RUE DE LA GRANGE ORY,"","","",94230,CACHAN
CWNMXMRD,[CH],SUISSE,[MED],Médicaments humains,Debiopharm International SA,"Forum ""après-demain"" ",Chemin Messidor 5-7,"","",1006,Lausanne
VASDEMGC,[CH],SUISSE,[MED],Médicaments humains,Astellas Pharma A.G, Richtiring 28,"","","",8304 ,Wallisellen
DLPBPDUL,[AU],AUSTRALIE,[MED],Médicaments humains,Telix International Pty Ltd,"Suite 401, 55 Flemington Road","","","",VIC 3051,North Melbourne
ECKVJHOG,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,OsteoMed LLC,3885 Arapaho Road,"","","",75001,Addison
UTMQKUFT,[FR],FRANCE,[MED],Médicaments humains,IPSEN CONSUMER HEALTHCARE,65 quai Georges Gorse,"","","",92100,BOULOGNE BILLANCOURT
IVCAHPNL,[FR],FRANCE,[PA],Prestataires associés,Connected Doctors,"88, av. J.B Clément","","","",92100,BOULOGNE BILLANCOURT
XXXKXUEI,[FR],FRANCE,[AUT],Autres,ORIGAMI EVENEMENTS,LIEU DIT LES BONNETS,"","","",05000,NEFFES
DAPAQIHD,[FR],FRANCE,[DM],Dispositifs médicaux,REGEnLIFE SAS,"rond point Benjamin Franklin, Cap Omega CS 39521","","","",34960,Montpellier
THRAQMJV,[FR],FRANCE,[DM],Dispositifs médicaux,Advanced Sterilization Products,3-5 rue Saint-Georges - Tmf Pôle,"","","",75009,Paris
MTSXYMPQ,[FR],FRANCE,[PC],Produits cosmétiques,LABORATOIRE SVR,ZAC De la Tremblaie,2 rue de la Mare A Blot,"","",91220,Le Plessis Pate
IWJFJYYK,[FR],FRANCE,[DM],Dispositifs médicaux,INNOPSYS,Zone d'activité ACTIVESTRE,"","","",31390,CARBONNE
QFLJRBJM,[FR],FRANCE,[AUT],Autres,bmi system,15-17 Boulevard du Général de Gaulle,"","","",92120,Montrouge
YAGBUUDJ,[SE],SUÈDE,[MED],Médicaments humains,Otsuka Pharma Scandinavia AB,Birger Jarlsgatan 27,"","","",11145,Stockholm
ECUMETWX,[FR],FRANCE,[DM],Dispositifs médicaux,MRJEG ASSOCIES,167 Rue Mehdi Ben Barka,"","","",34070,MONTPELLIER
GHURNQVW,[FR],FRANCE,[MED],Médicaments humains,bluebird bio (Fr) SAS,75 boulevard Haussmann,"","","",75008,PARIS
XLOCAVWH,[FR],FRANCE,[PA],Prestataires associés,SOS OXYGENE NORMANDIE,27 rue de Navarre,"","","",14123,Cormelles
ULHWOAZF,[FR],FRANCE,[AUT],Autres,you deal,43 chemin des vignes,"","","",93000,bobigny
GJLUKEOJ,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,PreXion GmbH,STAHLSTRASSE 42-44,"","","",65428,RUSSELSHEIM
TMOYWSCE,[BR],BRÉSIL,[MED],Médicaments humains,AbbVie Farmacêutica,"Av Jornalista Roberto Marinho, 85","","","",04576 010,SAO PAULO
ASVJMWAR,[CA],CANADA,[MED],Médicaments humains,AbbVie Corporation,8401 route Transcanadienne,"","","",H4S 1Z1,ST LAURENT QUEBEC
XVYVOZDV,[IL],ISRAËL,[MED],Médicaments humains,AbbVie Israel,4 Hacharash Street,Neve Ne’eman,"","",4524075,Hod Hasharon
XRGTSYDZ,[LT],LITUANIE,[MED],Médicaments humains,AbbVie UAB,Business Centre Baltic Hearts,Ukmerges str. 120,"","",LT 08105,Vilnius
VRMHFWLX,[GR],GRÈCE,[MED],Médicaments humains,AbbVie Phamaceuticals S.A,41 45 MARINOU ANTYPA AVE,"","","",14121,N IRAKLEIO ATHENS
TRDSGJVI,[FR],FRANCE,[AUT],Autres,WPP HEALTH FRANCE,32-34 rue Marbeuf,"","","",75008,Paris
EDHYVKRC,[IE],IRLANDE,[MED],Médicaments humains,Theratechnologies Europe Limited,"4th Floor, 2 Hume Street,","","","",D02 DV24,Dublin 2
CXVAIUWN,[FR],FRANCE,[MED],Médicaments humains,HRA Pharma Rare Diseases,200 avenue de Paris,"","","",92320,Châtillon
ZGECEFFN,[FR],FRANCE,[MV],Médicament vétérinaire,LABORATOIRES BIOVE,3 rue de Lorraine,"","","",62510,Arques
LOBVOZSO,[FR],FRANCE,[DM],Dispositifs médicaux,SYNEIKA,1 rue de Paris,"","","",35510,CESSON-SEVIGNE
RKOCZCAU,[BE],BELGIQUE,[MED],Médicaments humains,Bone Therapeutics,"Rue Adrienne Bolland, 8","","","",6041,Gosselies
WQKVIWCZ,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,GRIFOLS France,ARTEPARC,BATIMENT D,ROUTE DE LA COTE D'AZUR,"",13590,MEYREUIL
MJWDTTGW,[FR],FRANCE,[MED],Médicaments humains,PTC Therapeutics France SAS,41-43 rue Pergolèse ,"","","",75116,Paris
FVVPULDM,[TH],THAÏLANDE,[DM],Dispositifs médicaux,Edwards Lifesciences Thailand,"Rama 9 Road, Huay Kwang","65/44, 3rd Floor, Chamnan Phenjati Business Center","","",10320,BANGKOK 
DCBYPVHL,[GB],ROYAUME-UNI,[MED],Médicaments humains,Biogen Idec Research Limited,Innovation House,70 Norden Road,"","",SL6 4AY,Maidenhead Birkshire
PHAOAYJC,[FR],FRANCE,[PA],Prestataires associés,ISIS COTE D'AZUR,43 chemin du Vallon des Vaux,"","","",06800,CAGNES SUR MER
OCVYLDFY,[FR],FRANCE,[MED],Médicaments humains,BioMarin France SAS,10 Rue de Rome,"","","",75008,Paris
XOFXHPHZ,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,A.MENARINI diagnostics,3 rue du Jura,BP 70531,"","",94633,RUNGIS CEDEX
VMCYIKXV,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,The Spectranetics Corporation,9965 Federal Drive,"","","",CO 80921,Colorado Springs
BFPPEHPE,[FR],FRANCE,[MED],Médicaments humains,IPSEN INNOVATION,5 avenue du Canada,Zone Industriellle de Courtaboeuf,"","",91940,Les Ulis
LHUOBTVI,[FR],FRANCE,[DM],Dispositifs médicaux,SCIENCE ET MEDECINE,Rue des Refuzniks,ZA des coteaux du Sud,"","",94000,CRETEIL
HFMOIVQD,[FR],FRANCE,[DM],Dispositifs médicaux,HOMEDIS SANTE,CH DES RONZIERES,"","","",69390,VOURLES
MYNIADLJ,[FR],FRANCE,[DM],Dispositifs médicaux,ABLATECH,11 RUE ISAAC NEWTON,"","","",31830,PLAISANCE DU TOUCH
MKZTDKRZ,[FR],FRANCE,[DM],Dispositifs médicaux,L.M.D,28 rue Jean Saint MArc,7 rue jean saint marc,7 rue jean saint marc,7 rue jean saint marc,33260,La Teste de Buch
HVQDDIHG,[FR],FRANCE,[AUT],Autres,MARGAUX ORANGE,20 RUE DU MAIL,"","","",75002,PARIS
RCBJCLEB,[FR],FRANCE,[DM],Dispositifs médicaux,Biotechni,ZI athèlia II 178 avenue du serpolet,"","","",13600,La ciotat
KNGDUBJM,[DE],ALLEMAGNE,[MED],Médicaments humains,Merz Pharma GmbH & Co. KGaA,Eckenheimer Landstrasse 100,"","","",60318,Frankfurt
JWPZTRAO,[FR],FRANCE,[MV],Médicament vétérinaire,LONGIMPEx,9 rue LEON SERPOLLET,ZI NORD,"","",87280,LIMOGES
YVMIBKBE,[FR],FRANCE,[DM],Dispositifs médicaux,LivaNova SAS,3 boulevard de Sebastopol,"","","",75001,Paris
TWDFJZFA,[CH],SUISSE,[MED],Médicaments humains,Incyte International,Route de la Corniche 1 ,Batiment terrasse,"","",1066,Epalinges
PSTMNCLQ,[FR],FRANCE,[MED],Médicaments humains,THEA PHARMA,12 RUE LOUIS BLERIOT,"","","",63100,CLERMONT FERRAND
HZVATYCL,[GB],ROYAUME-UNI,[MED],Médicaments humains,Otsuka Europe Development and Commercialisation Ltd.,"Gallions, Wexham Springs, Framewood road","","","",SL3 6PJ,Slough - Berkshire
ZWNEWLXZ,[DE],ALLEMAGNE,[MED],Médicaments humains,Daiichi Sankyo Oncology Europe GmbH,Zielstattstrasse 48,"","","",81379,Munich
KQULLNCA,[FR],FRANCE,[MED],Médicaments humains,SOCIETE D'EXPLOITATION DE MOLECULES ORIGINALES,"497, avenue de la Massane","LABORATOIRES SEXMOOR, 497 AVENUE DE LA MASSANE","LABORATOIRES SEXMOOR, 497 AVENUE DE LA MASSANE",LABORATOIRES SEXMOOR,13210,ST REMY DE PROVENCE
EQEJVYMN,[US],ÉTATS-UNIS,[MED],Médicaments humains,"Five Prime Therapeutics, Inc.",111 Oyster Point Boulevard,"","","",94080,South San Francisco
ZHBGUJWI,[DE],ALLEMAGNE,[MED],Médicaments humains,MYR GmbH,Eiermarkt 3c,"","","",30938,Burgwede
HAYOUHZV,[FR],FRANCE,[PA],Prestataires associés,Groupe AVEYA,22 Avenue Joseph Honoré Isnard - ZI Les Bois de Grasse,"","","",06130,Grasse
AZUDPUJN,[US],ÉTATS-UNIS,[MED],Médicaments humains,Pharmacyclics LLC,995 East Arques Avenue,"","","",94085 4521,"Sunnyvale, California "
ZUTMJFQE,[PT],PORTUGAL,[MED],Médicaments humains,"AbbVie, Lda","Estrada de Alfragide, n°67",Alfrapark -Edifício D,"","",2610 008,Amadora
DXAGXJHX,[US],ÉTATS-UNIS,[MED],Médicaments humains,Merz North America LLC,6501 Six Forks Road,"","","",NC 27615,Raleigh
YFKYVWLM,[CO],COLOMBIE,[MED],Médicaments humains,Merz Colombia SAS,Carrera 11 No. 87-51,Edificio Porvenir,Office 302,"",118751,Bogota
XUCFUQCM,[DE],ALLEMAGNE,[MED],Médicaments humains,Daiichi Sankyo Europe GmbH,Zielstattstrasse 48,"","","",81379,Munich
JJFEYRKB,[FR],FRANCE,[MED],Médicaments humains,DAIICHI SANKYO ONCOLOGY FRANCE,1 RUE EUGENE ET ARMAND PEUGEOT,"","","",92500,RUEIL MALMAISON
KSTEAPVD,[BE],BELGIQUE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,HOLOGIC N.V,Da Vincilaan 5,"","","",1930,ZAVENTEM
XBMBPEXD,[FR],FRANCE,[DM],Dispositifs médicaux,CORSEPNI,ZA TRAGONE ,LIEU DIT CAMPO VALLONE,"","",20620,BIGUGLIA
BFJZZZYP,[FR],FRANCE,[MV],Médicament vétérinaire,TVM FRANCE,57 rue des bardines,"","","",63370,LEMPDES
EPOCXOMT,[FR],FRANCE,[PA],Prestataires associés,SLB Pharma,28 Bis rue du Thabor,"","","",35000,Rennes
CMBYJHJG,[FR],FRANCE,[DM],Dispositifs médicaux,ICU MEDICAL,6 PLACE DE LA MADELEINE,"","","",75008,PARIS
NNDZXZIW,[FR],FRANCE,[DM],Dispositifs médicaux,ISIS MEDICAL PARIS,62 RUE GARIBALDI,"","","",94100,SAINT MAUR DES FOSSES
MHYTZQUV,[FR],FRANCE,[MED],Médicaments humains,AbbVie Biopharmaceuticals SARL,10 RUE D'ARCUEIL,"","","",94150,RUNGIS
FPCXNJLN,[FR],FRANCE,[MED],Médicaments humains,INTSEL CHIMOS,1 rue Royale,"1, Rue Royale - 162, Bureaux de la Colline",Bat D - 9ème étage,"",92210,SAINT CLOUD
EKBRIWOH,[FR],FRANCE,[DM],Dispositifs médicaux,BIDEAU SECTEUR SANTE,3 rue Louis de Broglie,"","","",21000,Dijon
QHVJUXDU,[FR],FRANCE,[PC],Produits cosmétiques,LOUBSOL,Avenue du Général de Gaulle,"","","",14200,Hérouville Saint-Clair
GVNIFSYQ,[FR],FRANCE,[PC],Produits cosmétiques,OTB COSMETICS,Avenue du Général de Gaulle,"","","",14200,Hérouville Saint-Clair
NGMYNVQA,[FR],FRANCE,[PC],Produits cosmétiques,OTB COSMESOAP,Avenue du Général de Gaulle,"","","",14200,Hérouville Saint-Clair
NYKDOJEN,[ES],ESPAGNE,[MED],Médicaments humains,Minoryx Therapeutics S.L.,"Av. Ernest Lluch 32, TCM3  ","","","",08302,Mataró
FPBXCPIQ,[FR],FRANCE,[MED],Médicaments humains,ANTABIO,436 rue Pierre et Marie Curie,"","","",31670,LABEGE
NMHMBWIF,[US],ÉTATS-UNIS,[MED],Médicaments humains,Biohaven Pharmaceuticals,BIohaven Pharmaceuticals,215 Church Street,New Haven,"",06510,Connecticut
KYCIBXBR,[CH],SUISSE,[DM],Dispositifs médicaux,MEDELA AG,Lättichstrasse 4b,"","","",6340,BAAR
WSWSGTNE,[FR],FRANCE,[DM],Dispositifs médicaux,ALVIMEDICA Medical Technologie France,14 avenue de l'Europe,Immeuble NEOS,"","",77144,Montevrain
EMZMKYXF,[GB],ROYAUME-UNI,[AUT],Autres,TnT Insights,42 Hamilton Gardens,"","","",EH48 2JA,Armadale
WBPYJZVV,[FR],FRANCE,[DM],Dispositifs médicaux,NICOLAS TRIBUT AUDITION,10 RUE THIERS,"","","",08200,SEDAN
GTXQKUYM,[FR],FRANCE,[DM],Dispositifs médicaux,LABORATOIRE NICOLAS TRIBUT,32/34 RUE BARON QUINART ,"","","",08000,CHARLEVILLE MEZIERES
XQGSQKEB,[FR],FRANCE,[DM],Dispositifs médicaux,MONDOTTICA,123 RUE SAINT LAZARE,"","","",75008,PARIS
TIWQIEUN,[FR],FRANCE,[PA],Prestataires associés,SOS OXYGENE GARONNE,ZAC de la Nau - Impasse des Roseaux,"","","",19240,Saint Viance
LDKNJYNM,[FR],FRANCE,[DM],Dispositifs médicaux,ARAIR Assistance S.A.,6 rue Cognacq Jay,"","","",75007,PARIS
FRWTNPIW,[FR],FRANCE,[MED],Médicaments humains,BIOPROJET PHARMA,9 rue Rameau,"","","",75002,PARIS
NRAEMQGV,[BY],BÉLARUS,[MED],Médicaments humains,AbbVie Biopharmaceuticals GmbH,Minsk Representative Office,"1-st Zagorodnyj lane 20, 10th floor, office 30 (1007)","","",220073,Minsk                                              
FDHUUZKH,[RO],ROUMANIE,[MED],Médicaments humains,AbbVie SRL,"301-311 Barbu Vacarescu Street, 2nd floor, 2nd district ",LakeView Building,"","",020276,Bucharest
RHWDWDFX,[SA],ARABIE SAOUDITE,[MED],Médicaments humains,AbbVie Biopharmaceuticals GmbH,"Scientific Office, North Tower, 16th Floor",PO. Box 9710,"","",11423,Riyadh
BFZAARXH,[IE],IRLANDE,[MED],Médicaments humains,Theratechnologies International Limited,10 Earlsfort Terrace,"","","",D02 T380,Dublin 
MBZJSQUV,[FR],FRANCE,[MED],Médicaments humains,GEDEON RICHTER France - Division Santé de la Femme,103 boulevard Haussmann,"","","",75008,PARIS
GZEBFACS,[FR],FRANCE,[DM],Dispositifs médicaux,O&M Halyard France,4 avenue du 21eme siecle,ZAC des tulipes sud BP 40115,"","",95505,Gonesse Cedex
THVWVANQ,[FR],FRANCE,[DM],Dispositifs médicaux,LABORATOIRE AUDITIF DU HASENRAIN,"96 AVENUE D ALTKIRCH, 96","96 AVENUE D ALTKIRCH, 96","96 AVENUE D ALTKIRCH, 96","96 AVENUE D ALTKIRCH, 96",68100,MULHOUSE
XHSPVHIJ,[FR],FRANCE,[DM],Dispositifs médicaux,MED ESTH FRANCE,1 Rue Des Fonds Huguenots,"1 RUE DES FONDS HUGUENOTS, porte 731B","1 RUE DES FONDS HUGUENOTS, porte 731B","1 RUE DES FONDS HUGUENOTS, porte 731B",92420,Vaucresson 
XGAPQOFI,[FR],FRANCE,[AUT],Autres,PROD EFFECT SAS,6 RUE GUILLAUME TELL,"","","",75017,Paris
KKDIVBRM,[FR],FRANCE,[DM],Dispositifs médicaux,DiMed Care,4 ALLEE DES GENETS,"","","",33160,ST MEDARD EN JALLES
OBXPCTZT,[GB],ROYAUME-UNI,[MED],Médicaments humains,Merz Pharma UK Ltd.,Unit 260 Centennial Park,Centennial Avenue,"","",WD6 3SR,Borehamwood
DTYFDGNU,[NL],PAYS-BAS,[DMDIV],Dispositifs médicaux de diagnostic in vitro,HOLOGIC NETHERLANDS B.V,Kingsfordweg 151,"","","",1043 GR,AMSTERDAM
UGZLRGLQ,[FR],FRANCE,[MED],Médicaments humains,Incyte Biosciences France,35ter avenue andre morizet,"","","",92100,Boulogne Billancourt
MJHOIKFK,[US],ÉTATS-UNIS,[MED],Médicaments humains,Incyte Corporation,1801 Augustine Cut-Off,"","","",19803,Wilmington
RCSUAFDY,[FR],FRANCE,[DM],Dispositifs médicaux,JULIE SOFTWARE,2 RUE DES VIELLES VIGNES,"","","",77183,CROISSY BEAUBOURG
ULFLNSVF,[GB],ROYAUME-UNI,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Circassia Limited,Northbrook House,Robert Robinson Avenue,Oxford Science Park,"",OX44GA,Oxford
XTUZFGZL,[FR],FRANCE,[MED],Médicaments humains,Avadel Research,33 Avenue du Docteur Georges Lévy Parc Club du Moulin À Vent,"","","",69200,Vénissieux
KCPSIBXX,[IE],IRLANDE,[MED],Médicaments humains,Horizon Pharma plc,1 Burlington Road,"Connaught House, 1st Floor","","",D04 C5Y6,Dublin 4
MXKYIZAE,[CH],SUISSE,[MED],Médicaments humains,FINOX AG,Forum für Treuhand Bahnhofstrasse 94,"","","",3400,Burgdorf
MNZAKPLP,[FR],FRANCE,[AUT],Autres,ELSE & BANG,110 avenue Victor Hugo,"","","",92100,Boulogne Billancourt
UTWEBZQP,[FR],FRANCE,[MED],Médicaments humains,JANSSEN CORPORATE,1 RUE CAMILLE DESMOULINS,"","","",92130,ISSY LES MOULINEAUX
WYELJTKE,[FR],FRANCE,[DM],Dispositifs médicaux,SafeHeal,9 rue du 4 septembre,7 avenue du general de Gaulle,7 avenue du general de Gaulle,7 avenue du general de Gaulle,75002,Paris
XCNZVYAI,[FR],FRANCE,[DM],Dispositifs médicaux,COVIDIEN FRANCE S.A.S.,2 Rue Denis Diderot,La Clef de Saint Pierre,"","",78990,ELANCOURT
YDLNMSVS,[GB],ROYAUME-UNI,[DM],Dispositifs médicaux,TG EAKIN,15 BALLYSTOCKART ROAD,CO. DOWN,"","",BT235QY,COMBER
KPTXNDMN,[SE],SUÈDE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,PHADIA AB,Rapsgatan 7P,P.O BOX 64,"","",75137,UPPSALA
PWBTUXSS,[FR],FRANCE,[PA],Prestataires associés,OSMOSE MEDICAL,34 avenue du Docteur Maurice Donat,"","","",06800,Cagnes sur mer
BCONYKHU,[KP],"CORÉE, RÉPUBLIQUE POPULAIRE DÉMOCRATIQUE DE",[MED],Médicaments humains,AbbVie Ltd,421 YoungDong-Daero,"","","",135 735,"KangNam-Ku, Seoul"
DBCNVBNV,[ES],ESPAGNE,[MED],Médicaments humains,AbbVie Spain S.L.U.,Avenida de Burgos 91,"","","",28050,Madrid
KQWIFVLI,[FR],FRANCE,[DM],Dispositifs médicaux,Medtrum SARL,88 ter Avenue DU GENERAL LECLERC  ,1 rue des Coudrais,1 rue des Coudrais,1 rue des Coudrais,92100,BOULOGNE BILLANCOURT
MQEWGIXQ,[TH],THAÏLANDE,[MED],Médicaments humains,Bristol-Myers Squibb Thailand,"Exchange Tower 388 Sukumvit Road, Klongtoey",17th Floor Computer Room,"","",10110,Bangkok
HHWOKZQE,[TW],"TAÏWAN, PROVINCE DE CHINE",[DM],Dispositifs médicaux,EDWARDS LIFESCIENCES TAIWAN CORP,"7F-1, 170 DunHua ",Zhongzheng District,"","",10548,Taipei City
XADZMRDN,[FR],FRANCE,[DM],Dispositifs médicaux,Endotact SAS,Bio-incubateur Eurasanté Parc Eurasanté,70 rue du Professeur Yersin,"","",59120,LOOS
OGLSQVKF,[FR],FRANCE,[AUT],Autres,MP BIOMEDICALS,MP BIOMEDICALS,220 Rue Geiler de Kaysersberg,"","",67402,ILLKIRCH
SPVJCRUP,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,PROCEPT BioRobotics Corporation,900 Island Drive,Suite 210,"","",94065,"Redwood Shores, CA"
KCKRZEIP,[FR],FRANCE,[DM],Dispositifs médicaux,IASO2,4 RUE DU GAL GOURAUD,"","","",63400,CHAMALIERES
